id_code,experiment,plate,well,sirna,well_type,target_id
HUVEC-12_4_D15,HUVEC-12,4,D15,sirna_614,,712
HUVEC-12_4_D16,HUVEC-12,4,D16,sirna_582,,676
HUVEC-12_4_D17,HUVEC-12,4,D17,sirna_1077,,89
HUVEC-12_4_D18,HUVEC-12,4,D18,sirna_1061,,72
HUVEC-12_4_D19,HUVEC-12,4,D19,sirna_975,,1112
HUVEC-12_4_D20,HUVEC-12,4,D20,sirna_629,,728
HUVEC-12_4_D21,HUVEC-12,4,D21,sirna_879,,1005
HUVEC-12_4_D22,HUVEC-12,4,D22,sirna_373,,444
HUVEC-12_4_D23,HUVEC-12,4,D23,sirna_313,,378
HUVEC-12_4_E02,HUVEC-12,4,E02,sirna_121,,165
HUVEC-12_4_E03,HUVEC-12,4,E03,sirna_738,,849
HUVEC-12_4_E04,HUVEC-12,4,E04,sirna_160,,208
HUVEC-12_4_E05,HUVEC-12,4,E05,sirna_564,,656
HUVEC-12_4_E06,HUVEC-12,4,E06,sirna_988,,1126
HUVEC-12_4_E07,HUVEC-12,4,E07,sirna_511,,598
HUVEC-12_4_E08,HUVEC-12,4,E08,sirna_1036,,44
HUVEC-12_4_E09,HUVEC-12,4,E09,sirna_116,,159
HUVEC-12_4_E10,HUVEC-12,4,E10,sirna_563,,655
HUVEC-12_4_E11,HUVEC-12,4,E11,sirna_114,,157
HUVEC-12_4_E12,HUVEC-12,4,E12,sirna_722,,832
HUVEC-12_4_E13,HUVEC-12,4,E13,sirna_522,,610
HUVEC-12_4_E14,HUVEC-12,4,E14,sirna_287,,348
HUVEC-12_4_E15,HUVEC-12,4,E15,sirna_133,,178
HUVEC-12_4_E16,HUVEC-12,4,E16,sirna_166,,214
HUVEC-12_4_E17,HUVEC-12,4,E17,sirna_764,,878
HUVEC-12_4_E18,HUVEC-12,4,E18,sirna_892,,1020
HUVEC-12_4_E19,HUVEC-12,4,E19,sirna_101,,15
HUVEC-12_4_E20,HUVEC-12,4,E20,sirna_902,,1032
HUVEC-12_4_E21,HUVEC-12,4,E21,sirna_698,,804
HUVEC-12_4_E22,HUVEC-12,4,E22,sirna_882,,1009
HUVEC-12_4_E23,HUVEC-12,4,E23,sirna_260,,319
HUVEC-12_4_F02,HUVEC-12,4,F02,sirna_349,,417
HUVEC-12_4_F04,HUVEC-12,4,F04,sirna_81,,929
HUVEC-12_4_F05,HUVEC-12,4,F05,sirna_12,,163
HUVEC-12_4_F06,HUVEC-12,4,F06,sirna_743,,855
HUVEC-12_4_F08,HUVEC-12,4,F08,sirna_135,,180
HUVEC-12_4_F09,HUVEC-12,4,F09,sirna_352,,421
HUVEC-12_4_F10,HUVEC-12,4,F10,sirna_677,,781
HUVEC-12_4_F12,HUVEC-12,4,F12,sirna_807,,926
HUVEC-12_4_F13,HUVEC-12,4,F13,sirna_1072,,84
HUVEC-12_4_F14,HUVEC-12,4,F14,sirna_398,,471
HUVEC-12_4_F16,HUVEC-12,4,F16,sirna_175,,224
HUVEC-12_4_F17,HUVEC-12,4,F17,sirna_363,,433
HUVEC-12_4_F18,HUVEC-12,4,F18,sirna_1057,,67
HUVEC-12_4_F20,HUVEC-12,4,F20,sirna_904,,1034
HUVEC-12_4_F21,HUVEC-12,4,F21,sirna_824,,945
HUVEC-12_4_F23,HUVEC-12,4,F23,sirna_330,,397
HUVEC-12_4_G02,HUVEC-12,4,G02,sirna_379,,450
HUVEC-12_4_G03,HUVEC-12,4,G03,sirna_173,,222
HUVEC-12_4_G04,HUVEC-12,4,G04,sirna_1007,,12
HUVEC-12_4_G05,HUVEC-12,4,G05,sirna_719,,828
HUVEC-12_4_G06,HUVEC-12,4,G06,sirna_288,,349
HUVEC-12_4_G07,HUVEC-12,4,G07,sirna_294,,356
HUVEC-12_4_G08,HUVEC-12,4,G08,sirna_489,,572
HUVEC-12_4_G09,HUVEC-12,4,G09,sirna_732,,843
HUVEC-12_4_G10,HUVEC-12,4,G10,sirna_592,,687
HUVEC-12_4_G11,HUVEC-12,4,G11,sirna_531,,620
HUVEC-12_4_G12,HUVEC-12,4,G12,sirna_424,,501
HUVEC-12_4_G13,HUVEC-12,4,G13,sirna_971,,1108
HUVEC-12_4_G14,HUVEC-12,4,G14,sirna_299,,361
HUVEC-12_4_G15,HUVEC-12,4,G15,sirna_909,,1039
HUVEC-12_4_G16,HUVEC-12,4,G16,sirna_1060,,71
HUVEC-12_4_G17,HUVEC-12,4,G17,sirna_796,,913
HUVEC-12_4_G18,HUVEC-12,4,G18,sirna_568,,660
HUVEC-12_4_G19,HUVEC-12,4,G19,sirna_125,,169
HUVEC-12_4_G20,HUVEC-12,4,G20,sirna_194,,245
HUVEC-12_4_G21,HUVEC-12,4,G21,sirna_214,,268
HUVEC-12_4_G22,HUVEC-12,4,G22,sirna_961,,1097
HUVEC-12_4_G23,HUVEC-12,4,G23,sirna_590,,685
HUVEC-12_4_H02,HUVEC-12,4,H02,sirna_775,,890
HUVEC-12_4_H04,HUVEC-12,4,H04,sirna_1128,,146
HUVEC-12_4_H05,HUVEC-12,4,H05,sirna_1074,,86
HUVEC-12_4_H06,HUVEC-12,4,H06,sirna_648,,749
HUVEC-12_4_H08,HUVEC-12,4,H08,sirna_960,,1096
HUVEC-12_4_H09,HUVEC-12,4,H09,sirna_913,,1044
HUVEC-12_4_H10,HUVEC-12,4,H10,sirna_248,,305
HUVEC-12_4_H12,HUVEC-12,4,H12,sirna_772,,887
HUVEC-12_4_H13,HUVEC-12,4,H13,sirna_911,,1042
HUVEC-12_4_H14,HUVEC-12,4,H14,sirna_35,,418
HUVEC-12_4_H16,HUVEC-12,4,H16,sirna_538,,627
HUVEC-12_4_H17,HUVEC-12,4,H17,sirna_443,,522
HUVEC-12_4_H18,HUVEC-12,4,H18,sirna_474,,556
HUVEC-12_4_H20,HUVEC-12,4,H20,sirna_692,,798
HUVEC-12_4_H21,HUVEC-12,4,H21,sirna_36,,429
HUVEC-12_4_H23,HUVEC-12,4,H23,sirna_541,,631
HUVEC-12_4_I02,HUVEC-12,4,I02,sirna_438,,516
HUVEC-12_4_I03,HUVEC-12,4,I03,sirna_388,,460
HUVEC-12_4_I04,HUVEC-12,4,I04,sirna_1000,,5
HUVEC-12_4_I05,HUVEC-12,4,I05,sirna_115,,158
HUVEC-12_4_I06,HUVEC-12,4,I06,sirna_460,,541
HUVEC-12_4_I07,HUVEC-12,4,I07,sirna_675,,779
HUVEC-12_4_I08,HUVEC-12,4,I08,sirna_896,,1024
HUVEC-12_4_I09,HUVEC-12,4,I09,sirna_1015,,21
HUVEC-12_4_I10,HUVEC-12,4,I10,sirna_889,,1016
HUVEC-12_4_I11,HUVEC-12,4,I11,sirna_901,,1031
HUVEC-12_4_I12,HUVEC-12,4,I12,sirna_396,,469
HUVEC-12_4_I13,HUVEC-12,4,I13,sirna_933,,1066
HUVEC-12_4_I14,HUVEC-12,4,I14,sirna_431,,509
HUVEC-12_4_I15,HUVEC-12,4,I15,sirna_207,,260
HUVEC-12_4_I16,HUVEC-12,4,I16,sirna_1110,,127
HUVEC-12_4_I17,HUVEC-12,4,I17,sirna_31,,374
HUVEC-12_4_I18,HUVEC-12,4,I18,sirna_513,,600
HUVEC-12_4_I19,HUVEC-12,4,I19,sirna_142,,188
HUVEC-12_4_I20,HUVEC-12,4,I20,sirna_212,,266
HUVEC-12_4_I21,HUVEC-12,4,I21,sirna_236,,292
HUVEC-12_4_I22,HUVEC-12,4,I22,sirna_583,,677
HUVEC-12_4_I23,HUVEC-12,4,I23,sirna_873,,999
HUVEC-12_4_J02,HUVEC-12,4,J02,sirna_477,,559
HUVEC-12_4_J04,HUVEC-12,4,J04,sirna_1018,,24
HUVEC-12_4_J05,HUVEC-12,4,J05,sirna_532,,621
HUVEC-12_4_J06,HUVEC-12,4,J06,sirna_94,,1073
HUVEC-12_4_J08,HUVEC-12,4,J08,sirna_925,,1057
HUVEC-12_4_J09,HUVEC-12,4,J09,sirna_387,,459
HUVEC-12_4_J10,HUVEC-12,4,J10,sirna_1093,,107
HUVEC-12_4_J12,HUVEC-12,4,J12,sirna_345,,413
HUVEC-12_4_J13,HUVEC-12,4,J13,sirna_329,,395
HUVEC-12_4_J14,HUVEC-12,4,J14,sirna_27,,329
HUVEC-12_4_J16,HUVEC-12,4,J16,sirna_132,,177
HUVEC-12_4_J17,HUVEC-12,4,J17,sirna_571,,664
HUVEC-12_4_J18,HUVEC-12,4,J18,sirna_1080,,93
HUVEC-12_4_J20,HUVEC-12,4,J20,sirna_463,,544
HUVEC-12_4_J21,HUVEC-12,4,J21,sirna_1120,,138
HUVEC-12_4_J23,HUVEC-12,4,J23,sirna_1023,,30
HUVEC-12_4_K02,HUVEC-12,4,K02,sirna_1058,,68
HUVEC-12_4_K03,HUVEC-12,4,K03,sirna_171,,220
HUVEC-12_4_K04,HUVEC-12,4,K04,sirna_704,,812
HUVEC-12_4_K05,HUVEC-12,4,K05,sirna_637,,737
HUVEC-12_4_K06,HUVEC-12,4,K06,sirna_525,,613
HUVEC-12_4_K07,HUVEC-12,4,K07,sirna_833,,955
HUVEC-12_4_K08,HUVEC-12,4,K08,sirna_442,,521
HUVEC-12_4_K09,HUVEC-12,4,K09,sirna_566,,658
HUVEC-12_4_K10,HUVEC-12,4,K10,sirna_687,,792
HUVEC-12_4_K11,HUVEC-12,4,K11,sirna_370,,441
HUVEC-12_4_K12,HUVEC-12,4,K12,sirna_353,,422
HUVEC-12_4_K13,HUVEC-12,4,K13,sirna_1026,,33
HUVEC-12_4_K14,HUVEC-12,4,K14,sirna_632,,732
HUVEC-12_4_K15,HUVEC-12,4,K15,sirna_633,,733
HUVEC-12_4_K16,HUVEC-12,4,K16,sirna_1086,,99
HUVEC-12_4_K17,HUVEC-12,4,K17,sirna_844,,967
HUVEC-12_4_K18,HUVEC-12,4,K18,sirna_938,,1071
HUVEC-12_4_K19,HUVEC-12,4,K19,sirna_533,,622
HUVEC-12_4_K20,HUVEC-12,4,K20,sirna_366,,436
HUVEC-12_4_K21,HUVEC-12,4,K21,sirna_808,,927
HUVEC-12_4_K22,HUVEC-12,4,K22,sirna_755,,868
HUVEC-12_4_K23,HUVEC-12,4,K23,sirna_713,,822
HUVEC-12_4_L02,HUVEC-12,4,L02,sirna_505,,591
HUVEC-12_4_L03,HUVEC-12,4,L03,sirna_316,,381
HUVEC-12_4_L04,HUVEC-12,4,L04,sirna_686,,791
HUVEC-12_4_L05,HUVEC-12,4,L05,sirna_500,,586
HUVEC-12_4_L06,HUVEC-12,4,L06,sirna_1048,,57
HUVEC-12_4_L07,HUVEC-12,4,L07,sirna_926,,1058
HUVEC-12_4_L08,HUVEC-12,4,L08,sirna_956,,1091
HUVEC-12_4_L09,HUVEC-12,4,L09,sirna_991,,1130
HUVEC-12_4_L10,HUVEC-12,4,L10,sirna_407,,482
HUVEC-12_4_L11,HUVEC-12,4,L11,sirna_965,,1101
HUVEC-12_4_L12,HUVEC-12,4,L12,sirna_420,,497
HUVEC-12_4_L13,HUVEC-12,4,L13,sirna_832,,954
HUVEC-12_4_L14,HUVEC-12,4,L14,sirna_509,,595
HUVEC-12_4_L15,HUVEC-12,4,L15,sirna_591,,686
HUVEC-12_4_L16,HUVEC-12,4,L16,sirna_244,,301
HUVEC-12_4_L17,HUVEC-12,4,L17,sirna_151,,198
HUVEC-12_4_L18,HUVEC-12,4,L18,sirna_162,,210
HUVEC-12_4_L19,HUVEC-12,4,L19,sirna_451,,531
HUVEC-12_4_L20,HUVEC-12,4,L20,sirna_769,,883
HUVEC-12_4_L21,HUVEC-12,4,L21,sirna_1122,,140
HUVEC-12_4_L22,HUVEC-12,4,L22,sirna_1051,,61
HUVEC-12_4_L23,HUVEC-12,4,L23,sirna_470,,552
HUVEC-12_4_M02,HUVEC-12,4,M02,sirna_227,,282
HUVEC-12_4_M04,HUVEC-12,4,M04,sirna_982,,1120
HUVEC-12_4_M05,HUVEC-12,4,M05,sirna_152,,199
HUVEC-12_4_M06,HUVEC-12,4,M06,sirna_421,,498
HUVEC-12_4_M08,HUVEC-12,4,M08,sirna_205,,258
HUVEC-12_4_M09,HUVEC-12,4,M09,sirna_53,,618
HUVEC-12_4_M10,HUVEC-12,4,M10,sirna_127,,171
HUVEC-12_4_M12,HUVEC-12,4,M12,sirna_417,,493
HUVEC-12_4_M13,HUVEC-12,4,M13,sirna_710,,819
HUVEC-12_4_M14,HUVEC-12,4,M14,sirna_141,,187
HUVEC-12_4_M16,HUVEC-12,4,M16,sirna_91,,1040
HUVEC-12_4_M17,HUVEC-12,4,M17,sirna_546,,636
HUVEC-12_4_M18,HUVEC-12,4,M18,sirna_696,,802
HUVEC-12_4_M20,HUVEC-12,4,M20,sirna_980,,1118
HUVEC-12_4_M21,HUVEC-12,4,M21,sirna_258,,316
HUVEC-12_4_M23,HUVEC-12,4,M23,sirna_791,,908
HUVEC-12_4_N02,HUVEC-12,4,N02,sirna_920,,1052
HUVEC-12_4_N03,HUVEC-12,4,N03,sirna_265,,324
HUVEC-12_4_N04,HUVEC-12,4,N04,sirna_1103,,119
HUVEC-12_4_N05,HUVEC-12,4,N05,sirna_351,,420
HUVEC-12_4_N06,HUVEC-12,4,N06,sirna_691,,797
HUVEC-12_4_N07,HUVEC-12,4,N07,sirna_1049,,58
HUVEC-12_4_N08,HUVEC-12,4,N08,sirna_520,,608
HUVEC-12_4_N09,HUVEC-12,4,N09,sirna_368,,438
HUVEC-12_4_N10,HUVEC-12,4,N10,sirna_674,,778
HUVEC-12_4_N11,HUVEC-12,4,N11,sirna_826,,947
HUVEC-12_4_N12,HUVEC-12,4,N12,sirna_219,,273
HUVEC-12_4_N13,HUVEC-12,4,N13,sirna_19,,240
HUVEC-12_4_N14,HUVEC-12,4,N14,sirna_277,,337
HUVEC-12_4_N15,HUVEC-12,4,N15,sirna_283,,344
HUVEC-12_4_N16,HUVEC-12,4,N16,sirna_120,,164
HUVEC-12_4_N17,HUVEC-12,4,N17,sirna_262,,321
HUVEC-12_4_N18,HUVEC-12,4,N18,sirna_768,,882
HUVEC-12_4_N19,HUVEC-12,4,N19,sirna_415,,491
HUVEC-12_4_N20,HUVEC-12,4,N20,sirna_963,,1099
HUVEC-12_4_N21,HUVEC-12,4,N21,sirna_557,,648
HUVEC-12_4_N22,HUVEC-12,4,N22,sirna_815,,935
HUVEC-12_4_N23,HUVEC-12,4,N23,sirna_371,,442
HUVEC-12_4_O02,HUVEC-12,4,O02,sirna_290,,352
HUVEC-12_4_O03,HUVEC-12,4,O03,sirna_228,,283
HUVEC-12_4_O04,HUVEC-12,4,O04,sirna_891,,1019
HUVEC-12_4_O05,HUVEC-12,4,O05,sirna_1040,,49
HUVEC-12_4_O06,HUVEC-12,4,O06,sirna_1099,,113
HUVEC-12_4_O07,HUVEC-12,4,O07,sirna_83,,951
HUVEC-12_4_O08,HUVEC-12,4,O08,sirna_549,,639
HUVEC-12_4_O09,HUVEC-12,4,O09,sirna_137,,182
HUVEC-12_4_O10,HUVEC-12,4,O10,sirna_333,,400
HUVEC-12_4_O11,HUVEC-12,4,O11,sirna_957,,1092
HUVEC-12_4_O12,HUVEC-12,4,O12,sirna_940,,1074
HUVEC-12_4_O13,HUVEC-12,4,O13,sirna_869,,994
HUVEC-12_4_O14,HUVEC-12,4,O14,sirna_507,,593
HUVEC-12_4_O15,HUVEC-12,4,O15,sirna_936,,1069
HUVEC-12_4_O16,HUVEC-12,4,O16,sirna_203,,256
HUVEC-12_4_O17,HUVEC-12,4,O17,sirna_220,,275
HUVEC-12_4_O18,HUVEC-12,4,O18,sirna_885,,1012
HUVEC-12_4_O19,HUVEC-12,4,O19,sirna_221,,276
HUVEC-12_4_O20,HUVEC-12,4,O20,sirna_271,,331
HUVEC-12_4_O21,HUVEC-12,4,O21,sirna_472,,554
HUVEC-12_4_O22,HUVEC-12,4,O22,sirna_441,,520
HUVEC-12_4_O23,HUVEC-12,4,O23,sirna_453,,533
HUVEC-13_1_B03,HUVEC-13,1,B03,sirna_947,,1081
HUVEC-13_1_B04,HUVEC-13,1,B04,sirna_514,,601
HUVEC-13_1_B05,HUVEC-13,1,B05,sirna_1132,,151
HUVEC-13_1_B06,HUVEC-13,1,B06,sirna_11,,114
HUVEC-13_1_B07,HUVEC-13,1,B07,sirna_596,,691
HUVEC-13_1_B08,HUVEC-13,1,B08,sirna_1055,,65
HUVEC-13_1_B09,HUVEC-13,1,B09,sirna_652,,754
HUVEC-13_1_B10,HUVEC-13,1,B10,sirna_588,,682
HUVEC-13_1_B11,HUVEC-13,1,B11,sirna_849,,972
HUVEC-13_1_B12,HUVEC-13,1,B12,sirna_639,,739
HUVEC-13_1_B13,HUVEC-13,1,B13,sirna_267,,326
HUVEC-13_1_B14,HUVEC-13,1,B14,sirna_61,,707
HUVEC-13_1_B15,HUVEC-13,1,B15,sirna_545,,635
HUVEC-13_1_B16,HUVEC-13,1,B16,sirna_737,,848
HUVEC-13_1_B17,HUVEC-13,1,B17,sirna_165,,213
HUVEC-13_1_B18,HUVEC-13,1,B18,sirna_708,,816
HUVEC-13_1_B19,HUVEC-13,1,B19,sirna_741,,853
HUVEC-13_1_B20,HUVEC-13,1,B20,sirna_240,,297
HUVEC-13_1_B21,HUVEC-13,1,B21,sirna_382,,454
HUVEC-13_1_B22,HUVEC-13,1,B22,sirna_1009,,14
HUVEC-13_1_B23,HUVEC-13,1,B23,sirna_699,,805
HUVEC-13_1_C02,HUVEC-13,1,C02,sirna_280,,341
HUVEC-13_1_C04,HUVEC-13,1,C04,sirna_818,,938
HUVEC-13_1_C05,HUVEC-13,1,C05,sirna_140,,186
HUVEC-13_1_C06,HUVEC-13,1,C06,sirna_87,,995
HUVEC-13_1_C08,HUVEC-13,1,C08,sirna_612,,710
HUVEC-13_1_C09,HUVEC-13,1,C09,sirna_44,,518
HUVEC-13_1_C10,HUVEC-13,1,C10,sirna_935,,1068
HUVEC-13_1_C12,HUVEC-13,1,C12,sirna_85,,973
HUVEC-13_1_C13,HUVEC-13,1,C13,sirna_636,,736
HUVEC-13_1_C14,HUVEC-13,1,C14,sirna_660,,763
HUVEC-13_1_C16,HUVEC-13,1,C16,sirna_252,,310
HUVEC-13_1_C17,HUVEC-13,1,C17,sirna_383,,455
HUVEC-13_1_C18,HUVEC-13,1,C18,sirna_273,,333
HUVEC-13_1_C20,HUVEC-13,1,C20,sirna_1054,,64
HUVEC-13_1_C21,HUVEC-13,1,C21,sirna_40,,474
HUVEC-13_1_C23,HUVEC-13,1,C23,sirna_458,,538
HUVEC-13_1_D02,HUVEC-13,1,D02,sirna_517,,604
HUVEC-13_1_D03,HUVEC-13,1,D03,sirna_805,,924
HUVEC-13_1_D04,HUVEC-13,1,D04,sirna_646,,747
HUVEC-13_1_D05,HUVEC-13,1,D05,sirna_526,,614
HUVEC-13_1_D06,HUVEC-13,1,D06,sirna_293,,355
HUVEC-13_1_D07,HUVEC-13,1,D07,sirna_1033,,41
HUVEC-13_1_D08,HUVEC-13,1,D08,sirna_689,,794
HUVEC-13_1_D09,HUVEC-13,1,D09,sirna_795,,912
HUVEC-13_1_D10,HUVEC-13,1,D10,sirna_841,,964
HUVEC-13_1_D11,HUVEC-13,1,D11,sirna_303,,367
HUVEC-13_1_D12,HUVEC-13,1,D12,sirna_50,,585
HUVEC-13_1_D13,HUVEC-13,1,D13,sirna_405,,480
HUVEC-13_1_D14,HUVEC-13,1,D14,sirna_534,,623
HUVEC-13_1_D15,HUVEC-13,1,D15,sirna_524,,612
HUVEC-13_1_D16,HUVEC-13,1,D16,sirna_17,,218
HUVEC-13_1_D17,HUVEC-13,1,D17,sirna_987,,1125
HUVEC-13_1_D18,HUVEC-13,1,D18,sirna_110,,115
HUVEC-13_1_D19,HUVEC-13,1,D19,sirna_5,,584
HUVEC-13_1_D20,HUVEC-13,1,D20,sirna_1136,,155
HUVEC-13_1_D21,HUVEC-13,1,D21,sirna_247,,304
HUVEC-13_1_D22,HUVEC-13,1,D22,sirna_1042,,51
HUVEC-13_1_D23,HUVEC-13,1,D23,sirna_270,,330
HUVEC-13_1_E02,HUVEC-13,1,E02,sirna_827,,948
HUVEC-13_1_E03,HUVEC-13,1,E03,sirna_1095,,109
HUVEC-13_1_E04,HUVEC-13,1,E04,sirna_540,,630
HUVEC-13_1_E05,HUVEC-13,1,E05,sirna_734,,845
HUVEC-13_1_E06,HUVEC-13,1,E06,sirna_729,,839
HUVEC-13_1_E07,HUVEC-13,1,E07,sirna_397,,470
HUVEC-13_1_E08,HUVEC-13,1,E08,sirna_877,,1003
HUVEC-13_1_E09,HUVEC-13,1,E09,sirna_2,,251
HUVEC-13_1_E10,HUVEC-13,1,E10,sirna_411,,487
HUVEC-13_1_E11,HUVEC-13,1,E11,sirna_941,,1075
HUVEC-13_1_E12,HUVEC-13,1,E12,sirna_1118,,135
HUVEC-13_1_E13,HUVEC-13,1,E13,sirna_461,,542
HUVEC-13_1_E14,HUVEC-13,1,E14,sirna_384,,456
HUVEC-13_1_E15,HUVEC-13,1,E15,sirna_597,,692
HUVEC-13_1_E16,HUVEC-13,1,E16,sirna_745,,857
HUVEC-13_1_E17,HUVEC-13,1,E17,sirna_707,,815
HUVEC-13_1_E18,HUVEC-13,1,E18,sirna_331,,398
HUVEC-13_1_E19,HUVEC-13,1,E19,sirna_616,,714
HUVEC-13_1_E20,HUVEC-13,1,E20,sirna_1088,,101
HUVEC-13_1_E21,HUVEC-13,1,E21,sirna_620,,719
HUVEC-13_1_E22,HUVEC-13,1,E22,sirna_874,,1000
HUVEC-13_1_E23,HUVEC-13,1,E23,sirna_617,,715
HUVEC-13_1_F02,HUVEC-13,1,F02,sirna_958,,1093
HUVEC-13_1_F04,HUVEC-13,1,F04,sirna_1012,,18
HUVEC-13_1_F05,HUVEC-13,1,F05,sirna_245,,302
HUVEC-13_1_F06,HUVEC-13,1,F06,sirna_785,,901
HUVEC-13_1_F08,HUVEC-13,1,F08,sirna_269,,328
HUVEC-13_1_F09,HUVEC-13,1,F09,sirna_1134,,153
HUVEC-13_1_F10,HUVEC-13,1,F10,sirna_781,,897
HUVEC-13_1_F12,HUVEC-13,1,F12,sirna_315,,380
HUVEC-13_1_F13,HUVEC-13,1,F13,sirna_454,,534
HUVEC-13_1_F14,HUVEC-13,1,F14,sirna_89,,1017
HUVEC-13_1_F16,HUVEC-13,1,F16,sirna_535,,624
HUVEC-13_1_F17,HUVEC-13,1,F17,sirna_391,,464
HUVEC-13_1_F18,HUVEC-13,1,F18,sirna_377,,448
HUVEC-13_1_F20,HUVEC-13,1,F20,sirna_1131,,150
HUVEC-13_1_F21,HUVEC-13,1,F21,sirna_274,,334
HUVEC-13_1_F23,HUVEC-13,1,F23,sirna_782,,898
HUVEC-13_1_G02,HUVEC-13,1,G02,sirna_834,,956
HUVEC-13_1_G03,HUVEC-13,1,G03,sirna_493,,577
HUVEC-13_1_G04,HUVEC-13,1,G04,sirna_802,,921
HUVEC-13_1_G05,HUVEC-13,1,G05,sirna_261,,320
HUVEC-13_1_G06,HUVEC-13,1,G06,sirna_603,,700
HUVEC-13_1_G07,HUVEC-13,1,G07,sirna_432,,510
HUVEC-13_1_G08,HUVEC-13,1,G08,sirna_159,,206
HUVEC-13_1_G09,HUVEC-13,1,G09,sirna_146,,192
HUVEC-13_1_G10,HUVEC-13,1,G10,sirna_685,,790
HUVEC-13_1_G11,HUVEC-13,1,G11,sirna_392,,465
HUVEC-13_1_G12,HUVEC-13,1,G12,sirna_881,,1008
HUVEC-13_1_G13,HUVEC-13,1,G13,sirna_235,,291
HUVEC-13_1_G14,HUVEC-13,1,G14,sirna_801,,920
HUVEC-13_1_G15,HUVEC-13,1,G15,sirna_595,,690
HUVEC-13_1_G16,HUVEC-13,1,G16,sirna_22,,274
HUVEC-13_1_G17,HUVEC-13,1,G17,sirna_994,,1133
HUVEC-13_1_G18,HUVEC-13,1,G18,sirna_567,,659
HUVEC-13_1_G19,HUVEC-13,1,G19,sirna_694,,800
HUVEC-13_1_G20,HUVEC-13,1,G20,sirna_929,,1061
HUVEC-13_1_G21,HUVEC-13,1,G21,sirna_111,,126
HUVEC-13_1_G22,HUVEC-13,1,G22,sirna_726,,836
HUVEC-13_1_G23,HUVEC-13,1,G23,sirna_322,,388
HUVEC-13_1_H02,HUVEC-13,1,H02,sirna_423,,500
HUVEC-13_1_H04,HUVEC-13,1,H04,sirna_6,,695
HUVEC-13_1_H05,HUVEC-13,1,H05,sirna_817,,937
HUVEC-13_1_H06,HUVEC-13,1,H06,sirna_0,,1
HUVEC-13_1_H08,HUVEC-13,1,H08,sirna_301,,365
HUVEC-13_1_H09,HUVEC-13,1,H09,sirna_804,,923
HUVEC-13_1_H10,HUVEC-13,1,H10,sirna_486,,569
HUVEC-13_1_H12,HUVEC-13,1,H12,sirna_903,,1033
HUVEC-13_1_H13,HUVEC-13,1,H13,sirna_452,,532
HUVEC-13_1_H14,HUVEC-13,1,H14,sirna_927,,1059
HUVEC-13_1_H16,HUVEC-13,1,H16,sirna_609,,706
HUVEC-13_1_H17,HUVEC-13,1,H17,sirna_338,,405
HUVEC-13_1_H18,HUVEC-13,1,H18,sirna_1096,,110
HUVEC-13_1_H20,HUVEC-13,1,H20,sirna_954,,1089
HUVEC-13_1_H21,HUVEC-13,1,H21,sirna_518,,605
HUVEC-13_1_H23,HUVEC-13,1,H23,sirna_635,,735
HUVEC-13_1_I02,HUVEC-13,1,I02,sirna_32,,385
HUVEC-13_1_I03,HUVEC-13,1,I03,sirna_890,,1018
HUVEC-13_1_I04,HUVEC-13,1,I04,sirna_24,,296
HUVEC-13_1_I05,HUVEC-13,1,I05,sirna_572,,665
HUVEC-13_1_I06,HUVEC-13,1,I06,sirna_473,,555
HUVEC-13_1_I07,HUVEC-13,1,I07,sirna_587,,681
HUVEC-13_1_I08,HUVEC-13,1,I08,sirna_422,,499
HUVEC-13_1_I09,HUVEC-13,1,I09,sirna_188,,238
HUVEC-13_1_I10,HUVEC-13,1,I10,sirna_630,,730
HUVEC-13_1_I11,HUVEC-13,1,I11,sirna_499,,583
HUVEC-13_1_I12,HUVEC-13,1,I12,sirna_84,,962
HUVEC-13_1_I13,HUVEC-13,1,I13,sirna_656,,758
HUVEC-13_1_I14,HUVEC-13,1,I14,sirna_565,,657
HUVEC-13_1_I15,HUVEC-13,1,I15,sirna_570,,663
HUVEC-13_1_I16,HUVEC-13,1,I16,sirna_644,,745
HUVEC-13_1_I17,HUVEC-13,1,I17,sirna_848,,971
HUVEC-13_1_I18,HUVEC-13,1,I18,sirna_853,,977
HUVEC-13_1_I19,HUVEC-13,1,I19,sirna_690,,796
HUVEC-13_1_I20,HUVEC-13,1,I20,sirna_724,,834
HUVEC-13_1_I21,HUVEC-13,1,I21,sirna_806,,925
HUVEC-13_1_I22,HUVEC-13,1,I22,sirna_786,,902
HUVEC-13_1_I23,HUVEC-13,1,I23,sirna_76,,873
HUVEC-13_1_J02,HUVEC-13,1,J02,sirna_284,,345
HUVEC-13_1_J04,HUVEC-13,1,J04,sirna_740,,852
HUVEC-13_1_J05,HUVEC-13,1,J05,sirna_718,,827
HUVEC-13_1_J06,HUVEC-13,1,J06,sirna_126,,170
HUVEC-13_1_J08,HUVEC-13,1,J08,sirna_497,,581
HUVEC-13_1_J09,HUVEC-13,1,J09,sirna_952,,1087
HUVEC-13_1_J10,HUVEC-13,1,J10,sirna_80,,918
HUVEC-13_1_J12,HUVEC-13,1,J12,sirna_456,,536
HUVEC-13_1_J13,HUVEC-13,1,J13,sirna_576,,669
HUVEC-13_1_J14,HUVEC-13,1,J14,sirna_358,,427
HUVEC-13_1_J16,HUVEC-13,1,J16,sirna_551,,642
HUVEC-13_1_J17,HUVEC-13,1,J17,sirna_365,,435
